image_id,original,modified
"6    6818
Name: id, dtype: int64",A bathroom with no toilets and a red and green bucket. ,A bathroom with no toilets and a red and green bucket. 
"6    6818
Name: id, dtype: int64","a shower room with two buckets, tolet paper holder and soap.","a shower room with two buckets, tolet paper holder and soap."
"6    6818
Name: id, dtype: int64",A standing toilet in a bathroom next to a window.,A standing toilet in a bathroom next to a window.
"6    6818
Name: id, dtype: int64",This picture looks like a janitors closet with buckets on the floor.,This picture looks like a janitors closet with buckets on the floor.
"7    480985
Name: id, dtype: int64",The shiny motorcycle has been put on display.,The shiny motorcycle has been put on display.
"7    480985
Name: id, dtype: int64",The new motorcycle on display is very shiny.,The new motorcycle on display is very shiny.
"7    480985
Name: id, dtype: int64",A motorcycle is parked inside of a building.,A motorcycle is parked inside of a building.
"7    480985
Name: id, dtype: int64",A brand new motorcycle on display at a show.,A brand new motorcycle on display at a show.
"7    480985
Name: id, dtype: int64",The front end of a red motorcycle that is on display.,The front end of a red motorcycle that's on display.
"8    458054
Name: id, dtype: int64",A row of white toilets sitting on top of a dirt ground.,A row of white toilets sitting on top of a dirt ground.
"8    458054
Name: id, dtype: int64",A bunch of dirty looking white toilets in a row outside.,A bunch of dirty looking white toilets in a row outside.
"8    458054
Name: id, dtype: int64",There is a row of used and broken toilets in a field.,There is a row of used and broken toilets in a field.
"8    458054
Name: id, dtype: int64",A row of toilets with broken seat tops on the ground.,A row of toilets with broken seat tops on the ground.
"8    458054
Name: id, dtype: int64",LOTS OF BROKEN TOILETS SITTING OUT ON A LAWN,LOTS OF BROKEN TOILETS SITTING OUT ON A LAWN
"9    331352
Name: id, dtype: int64",A small closed toilet in a cramped space.,A small closed toilet in a cramped space.
"9    331352
Name: id, dtype: int64",A tan toilet and sink combination in a small room.,A tan toilet and sink combination in a small room.
"9    331352
Name: id, dtype: int64",This is an advanced toilet with a sink and control panel.,This is an advanced toilet with a sink and control panel.
"9    331352
Name: id, dtype: int64",A close-up picture of a toilet with a fountain.,A close-up picture of a toilet with a fountain.
"9    331352
Name: id, dtype: int64",Off white toilet with a faucet and controls. ,Off white toilet with a faucet and controls. 
"10    296649
Name: id, dtype: int64",People are walking and riding motorcycles on the street,People are walking and riding motorcycles on the street
"10    296649
Name: id, dtype: int64",A group of motorists pass very large buildings in asia. ,A group of motorists pass very large buildings in asia. 
"10    296649
Name: id, dtype: int64",A bunch of bikers are gathered on a city street. ,A bunch of bikers are gathered on a city street. 
"10    296649
Name: id, dtype: int64","people ride their motorcycles beside some cars, passing by an empty street with stores and apartment buildings","people ride their motorcycles beside some cars, passing by an empty street with stores and apartment buildings"
"10    296649
Name: id, dtype: int64",A view of motorcyclists riding their bikes through heavy city traffic.,A view of motorcyclists riding their bikes through heavy city traffic.
"11    386912
Name: id, dtype: int64",a person sitting at a desk with a keyboard and monitor ,a person sitting at a desk with a keyboard and monitor 
"11    386912
Name: id, dtype: int64",a woman at her desk sits intently and happy,a woman at her desk sits intently and happy
"11    386912
Name: id, dtype: int64",A woman sitting at a desk in her work station,A woman sitting at a desk in her work station
"11    386912
Name: id, dtype: int64",The woman is working on her computer at the desk.,The woman is working on her computer at the desk.
"11    386912
Name: id, dtype: int64",a woman is sitting in front of a desk,a woman is sitting in front of a desk
"12    502136
Name: id, dtype: int64","A building wall and pair of doors that are open, along with vases of flowers on the outside of the building.","A building wall and pair of doors that are open, along with vases of flowers on the outside of the building."
"12    502136
Name: id, dtype: int64",a building with dirty walls and dirty doors,a building with dirty walls and dirty doors
"12    502136
Name: id, dtype: int64",a run down building with two planters outside the door,a run down building with two planters outside the door
"12    502136
Name: id, dtype: int64",a yellow and brown wall a gray door and a sign ,a yellow and brown wall a gray door and a sign 
"12    502136
Name: id, dtype: int64",A plaster external wall with multiple old paper images attached.,A plaster external wall with multiple old paper images attached.
"13    491497
Name: id, dtype: int64",A fluffy white chair that faces away fro a television.,A fluffy white chair that faces away fro a television.
"13    491497
Name: id, dtype: int64",A pillow covered reading chair in the corner of the living room,A pillow covered reading chair in the corner of the living room
"13    491497
Name: id, dtype: int64",The living room is empty with the television on. ,The living room is empty with the television on. 
"13    491497
Name: id, dtype: int64",White ornate seat in nicely decorated room with television.,White ornate seat in nicely decorated room with television.
"13    491497
Name: id, dtype: int64","A white chair, books and shelves and a tv on in this room.","A white chair, books and shelves and a tv on in this room."
"14    184791
Name: id, dtype: int64",A painting of a table with fruit on top of it.,A painting of a table with fruit on top of it.
"14    184791
Name: id, dtype: int64","Painting of oranges, a bowl, candle, and a pitcher","Painting of oranges, a bowl, candle, and a pitcher"
"14    184791
Name: id, dtype: int64",a painting of fruit and a candle with a vase,a painting of fruit and a candle with a vase
"14    184791
Name: id, dtype: int64","A painting of a candlestick holder with a candle, several pieces of fruit and a vase, with a gold frame around the painting.","A painting of a candlestick holder with a candle, several pieces of fruit and a vase, with a gold frame around the painting."
"14    184791
Name: id, dtype: int64",A painting that has a gold frame on it.,A painting that has a gold frame on it.
"15    348881
Name: id, dtype: int64",A large jetliner sitting on top of an airport runway.,A large jetliner sitting on top of an airport runway.
"15    348881
Name: id, dtype: int64",Airline employees by an aircraft parked at the gate,Airline employees by an aircraft parked at the gate
"15    348881
Name: id, dtype: int64",The plane is parked at the gate at the airport terminal.,The plane is parked at the gate at the airport terminal.
"15    348881
Name: id, dtype: int64",View from gate of jet connected to jet way for passengers to board or deplane,View from gate of jet connected to jet way for passengers to board or deplane
"15    348881
Name: id, dtype: int64",A large white airplane and a person on a lot.,A large white airplane and a person on a lot.
"16    289393
Name: id, dtype: int64",Set of toy animals sitting in front of a red wooden wagon.,Set of toy animals sitting in front of a red wooden wagon.
"16    289393
Name: id, dtype: int64","Several toy animals - a bull, giraffe, deer and parakeet.","Several toy animals - a bull, giraffe, deer and parakeet."
"16    289393
Name: id, dtype: int64",Some toy animals on the ground near a picture,Some toy animals on the ground near a picture
"16    289393
Name: id, dtype: int64",Children's toy animals are strewn across a floor.,Children's toy animals are strewn across a floor.
"16    289393
Name: id, dtype: int64",A display of vintage animal toys on the floor.,A display of vintage animal toys on the floor.
"17    522713
Name: id, dtype: int64", a bench sitting in the grass facing the water and boats , a bench sitting in the grass facing the water and boats 
"17    522713
Name: id, dtype: int64",A wooden bench overlooking a harbor beneath a cloudy sky.,A wooden bench overlooking a harbor beneath a cloudy sky.
"17    522713
Name: id, dtype: int64",A beach has a grassy area with a park beach.,A beach has a grassy area with a park beach.
"17    522713
Name: id, dtype: int64",A bench that is sitting in the grass.,A bench that's sitting in the grass.
"17    522713
Name: id, dtype: int64",A bench at the beach next to the sea,A bench at the beach next to the sea
"18    181666
Name: id, dtype: int64",a flock of goats and some men watching them,a flock of goats and some men watching them
"18    181666
Name: id, dtype: int64",a man and a large herd of goats in a desert setting.,a man and a large herd of goats in a desert setting.
"18    181666
Name: id, dtype: int64",The nomadic sheepherd walks behind a large group of livestock in their desert habitat.,The nomadic sheepherd walks behind a large group of livestock in their desert habitat.
"18    181666
Name: id, dtype: int64",A man is herding his goats is the desert,A man is herding his goats is the desert
"18    181666
Name: id, dtype: int64",Men keep watch on a herd of goats.,Men keep watch on a herd of goats.
"19    17627
Name: id, dtype: int64",Several cars are parked in front of a building.,Several cars are parked in front of a building.
"19    17627
Name: id, dtype: int64",A green car has parked on the curb in a parking lot,A green car has parked on the curb in a parking lot
"19    17627
Name: id, dtype: int64",Small parking lot of cars in front of a stone building.,Small parking lot of cars in front of a stone building.
"19    17627
Name: id, dtype: int64",Cars are parked on the the street in front of the building.,Cars are parked on the the street in front of the building.
"19    17627
Name: id, dtype: int64",Cars are parked on the street near an old building.,Cars are parked on the street near an old building.
"20    143931
Name: id, dtype: int64",A political candidate advertisement on the side of a coach bus.,A political candidate advertisement on the side of a coach bus.
"20    143931
Name: id, dtype: int64",Here is Massachusettes candidate Scott Brown's campaign trailer.,Here is Massachusettes candidate Scott Lavin campaign trailer.
"20    143931
Name: id, dtype: int64",a large bus with a political ad on the side of it,a large bus with a political ad on the side of it
"20    143931
Name: id, dtype: int64",A tour bus with advertisement on the side of it,A tour bus with advertisement on the side of it
"20    143931
Name: id, dtype: int64",a large campaign trailer parked in a parking lot.,a large campaign trailer parked in a parking lot.
"21    303818
Name: id, dtype: int64",A bus traveling down a curvy road behind a black car.,A bus traveling down a curvy road behind a black car.
"21    303818
Name: id, dtype: int64",A group of people cross the curved street.,A group of people cross the curved street.
"21    303818
Name: id, dtype: int64",A curve in a city road with a bus following a car and people walking on the side.,A curve in a city road with a bus following a car and people walking on the side.
"21    303818
Name: id, dtype: int64",A group of people walk alongside the road.,A group of people walk alongside the road.
"21    303818
Name: id, dtype: int64",A fish eye view of a bus rounding a curve on a city street.,A fish eye view of a bus rounding a curve on a city street.
"22    463730
Name: id, dtype: int64",Two buses parked in a parking lot next to cars.,Two buses parked in a parking lot next to cars.
"22    463730
Name: id, dtype: int64",People crossing a busy city street full of vehicles.,People crossing a busy city street full of vehicles.
"22    463730
Name: id, dtype: int64",A couple of people are crossing a busy street,A couple of people are crossing a busy street
"22    463730
Name: id, dtype: int64",Pedestrians crossing a street between buses and cars. ,Pedestrians crossing a street between buses and cars. 
"22    463730
Name: id, dtype: int64",A street with two busses and people walking.,A street with two busses and people walking.
"23    460347
Name: id, dtype: int64",A bus traveling on a freeway next to other traffic.,A bus traveling on a freeway next to other traffic.
"23    460347
Name: id, dtype: int64",A bus and other cars driving down a multi-laned street .,A bus and other cars driving down a multi-laned street .
"23    460347
Name: id, dtype: int64",A white bus driving on a four lane road.,A white bus driving on a four lane road.
"23    460347
Name: id, dtype: int64",City bus next to traffic cones in the far right lane of a busy freeway.,City bus next to traffic cones in the far right lane of a busy freeway.
"23    460347
Name: id, dtype: int64",A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars.,A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars.
"24    322864
Name: id, dtype: int64",A yellow taxi cab sitting below tall buildings.,A yellow taxi cab sitting below tall buildings.
"24    322864
Name: id, dtype: int64",A picture of an animal is on a pole and next to it is a yellow taxi.,A picture of an animal is on a pole and next to it's a yellow taxi.
"24    322864
Name: id, dtype: int64",a couple of yellow signs are near a taxi,a couple of yellow signs are near a taxi
"24    322864
Name: id, dtype: int64",ON A CITY ROAD THERE IS LOTS OF TAXIS,ON A CITY ROAD THERE IS LOTS OF TAXIS
"24    322864
Name: id, dtype: int64",Two guiding signs are pictured in front of a busy street.,Two guiding signs are pictured in front of a busy street.
"25    226111
Name: id, dtype: int64","A No bicycles, skates or skateboards sign on a pole.","A No bicycles, skates or skateboards sign on a pole."
"25    226111
Name: id, dtype: int64",a close up of a vandalized street sign,a close up of a vandalized street sign
"25    226111
Name: id, dtype: int64","A street sign prohibiting bicycles, skates, and skateboards.","A street sign prohibiting bicycles, skates, and skateboards."
"25    226111
Name: id, dtype: int64",A street sign mounted to the side of a pole.,A street sign mounted to the side of a pole.
"25    226111
Name: id, dtype: int64",A sign prohibiting skating on the sidewalk with black and red writing.,A sign prohibiting skating on the sidewalk with black and red writing.
"26    153299
Name: id, dtype: int64",two giraffes are standing together outside a barn,two giraffes are standing together outside a barn
"26    153299
Name: id, dtype: int64",A mother giraffe is standing with a baby giraffe.,A mother giraffe is standing with a baby giraffe.
"26    153299
Name: id, dtype: int64",The smaller giraffe is standing next to the larger giraffe.,The smaller giraffe is standing next to the larger giraffe.
"26    153299
Name: id, dtype: int64",Two giraffes in a sanctuary standing close to the wall,Two giraffes in a sanctuary standing close to the wall
"26    153299
Name: id, dtype: int64","Two giraffes, one grown and one baby, standing next to each other","Two giraffes, one grown and two baby, standing next to each other"
"27    308394
Name: id, dtype: int64",An older woman riding a train while sitting under it's window.,An older woman riding a train while sitting under it is window.
"27    308394
Name: id, dtype: int64",A woman with an umbrella on a commuter train takes a snooze,A woman with an umbrella on a commuter train takes a snooze
"27    308394
Name: id, dtype: int64",There is a woman sitting alone on a train next to a bag,There is a woman sitting alone on a train next to a bag
"27    308394
Name: id, dtype: int64",A man sitting on a bench with a shopping bag next to him on a train.,A man sitting on a bench with a shopping bag next to him on a train.
"27    308394
Name: id, dtype: int64",A woman with a cane and shopping bag sitting,A woman with a cane and shopping bag sitting
"28    456496
Name: id, dtype: int64",A woman sitting in front of the Eiffel tower near pigeons.,A woman sitting in front of the Eiffel tower near pigeons.
"28    456496
Name: id, dtype: int64","A woman sitting on ledge with three pigeons, with gate railing, trees, and base of the Eiffel Tower behind.","A woman sitting on ledge with four pigeons, with gate railing, trees, and base of the Eiffel Tower behind."
"28    456496
Name: id, dtype: int64",A man sitting on cement by some birds,A man sitting on cement by some birds
"28    456496
Name: id, dtype: int64",a woman seated on wall and birds besides her,a woman seated on wall and birds besides her
"28    456496
Name: id, dtype: int64",A woman is sitting near a prominent landmark.,A woman is sitting near a prominent landmark.
"29    58636
Name: id, dtype: int64",A large wooden pole with a green street sign hanging from it.,A large wooden pole with a green street sign hanging from it.
"29    58636
Name: id, dtype: int64",street signs on the corner of Gladys and Detroit,street signs on the corner of Gladys and Spokane
"29    58636
Name: id, dtype: int64",The signs give the street names and show where to park.,The signs give the street names and show where to park.
"29    58636
Name: id, dtype: int64",A wooden utility pole sports several street signs.,A wooden utility pole sports several street signs.
"29    58636
Name: id, dtype: int64",The street signs for Gladys and Detroit streets are attached to a wooden pole.,The street signs for Gladys and Clearwater streets are attached to a wooden pole.
"30    41888
Name: id, dtype: int64",Three birds walking around a dry grass field.,five birds walking around a dry grass field.
"30    41888
Name: id, dtype: int64",There are 3 female peacocks together walking around.,There are 4 female peacocks together walking around.
"30    41888
Name: id, dtype: int64",three strange looking birds walking on the grass,six strange looking birds walking on the grass
"30    41888
Name: id, dtype: int64",Three birds huddled together in a open field.,five birds huddled together in a open field.
"30    41888
Name: id, dtype: int64",Three wild turkeys on top of the dried pasture.,six wild turkeys on top of the dried pasture.
"31    184321
Name: id, dtype: int64",A train traveling down tracks next to lights.,A train traveling down tracks next to lights.
"31    184321
Name: id, dtype: int64",A blue and silver train next to train station and trees.,A blue and silver train next to train station and trees.
"31    184321
Name: id, dtype: int64",A blue train is next to a sidewalk on the rails.,A blue train is next to a sidewalk on the rails.
"31    184321
Name: id, dtype: int64",A passenger train pulls into a train station.,A passenger train pulls into a train station.
"31    184321
Name: id, dtype: int64",A train coming down the tracks arriving at a station.,A train coming down the tracks arriving at a station.
"32    565778
Name: id, dtype: int64",A train going back to its coarse filled with people.,A train going back to its coarse filled with people.
"32    565778
Name: id, dtype: int64",A blue commuter train traveling towards a train tunnel.,A blue commuter train traveling towards a train tunnel.
"32    565778
Name: id, dtype: int64",Blue train car sitting on a train track near tunnel.,Blue train car sitting on a train track near tunnel.
"32    565778
Name: id, dtype: int64",A train with people inside is about to go into a tunnel.,A train with people inside is about to go into a tunnel.
"32    565778
Name: id, dtype: int64",A blue train on some train tracks about to go under a bridge,A blue train on some train tracks about to go under a bridge
"33    297343
Name: id, dtype: int64",A stop sign has been placed upside-down in the grass beside a building. ,A stop sign has been placed upside-down in the grass beside a building. 
"33    297343
Name: id, dtype: int64",A stop sighn is propped up against the side of a building.,A stop sighn is propped up against the side of a building.
"33    297343
Name: id, dtype: int64",A red stop sign sitting on the floor next to a wall.,A red stop sign sitting on the floor next to a wall.
"33    297343
Name: id, dtype: int64",Road sigh on wooden pole shown upside down next to white wall.,Road sigh on wooden pole shown upside down next to white wall.
"33    297343
Name: id, dtype: int64",A stop sign standing up against a wall.,A stop sign standing up against a wall.
"34    336587
Name: id, dtype: int64",a stop sign sittin on a pole that is somewhat broken ,a stop sign sittin on a pole that's somewhat broken 
"34    336587
Name: id, dtype: int64",A stop sign on a broken post across the street from houses.,A stop sign on a broken post across the street from houses.
"34    336587
Name: id, dtype: int64",A broken telephone pole in a neighborhood with a stop sign attached to it.,A broken telephone pole in a neighborhood with a stop sign attached to it.
"34    336587
Name: id, dtype: int64",A stop sign is on a dented wooden pole.,A stop sign is on a dented wooden pole.
"34    336587
Name: id, dtype: int64",A stop sign that is attached to a broken wooden pole.,A stop sign that's attached to a broken wooden pole.
"35    122745
Name: id, dtype: int64",A stop sign is lit up in the dark of night.,A stop sign is lit up in the dark of night.
"35    122745
Name: id, dtype: int64",A red stop sign sitting on the side of a dark road.,A red stop sign sitting on the side of a dark road.
"35    122745
Name: id, dtype: int64",A red stop sign is glowing against the dark sky.,A red stop sign is glowing against the dark sky.
"35    122745
Name: id, dtype: int64",A stop sign on the side of a street.,A stop sign on the side of a street.
"35    122745
Name: id, dtype: int64",a vandalized stop sign in the dark with a sky background,a vandalized stop sign in the dark with a sky background
"36    219578
Name: id, dtype: int64",A dog and cat lying  together on an orange couch. ,A dog and cat lying  together on an orange couch. 
"36    219578
Name: id, dtype: int64",A dog and a cat curled up together on a couch.,A dog and a cat curled up together on a couch.
"36    219578
Name: id, dtype: int64",A cat and dog napping together on the couch.,A cat and dog napping together on the couch.
"36    219578
Name: id, dtype: int64",A dog and cat are sleeping together on an orange couch.,A dog and cat are sleeping together on an orange couch.
"36    219578
Name: id, dtype: int64",A cat and a dog rest together on a hideous orange couch.,A cat and a dog rest together on a hideous orange couch.
"37    555705
Name: id, dtype: int64",Two cats sitting on top of a pair of shoes.,Two cats sitting on top of a pair of shoes.
"37    555705
Name: id, dtype: int64",Two cats are outside and perched on someone's sneakers.,Two cats are outside and perched on someone's sneakers.
"37    555705
Name: id, dtype: int64",Two cats are sitting on a pair of shoes outdoors.,Two cats are sitting on a pair of shoes outdoors.
"37    555705
Name: id, dtype: int64",Two striped cats lying with two sneakers on a ledge.,Two striped cats lying with two sneakers on a ledge.
"37    555705
Name: id, dtype: int64",Orange and brown cat sitting on top of white shoes. ,Orange and brown cat sitting on top of white shoes. 
"38    443303
Name: id, dtype: int64",A cat laying on clothes that are in a suitcase. ,A cat laying on clothes that are in a suitcase. 
"38    443303
Name: id, dtype: int64",A cat that is laying in a piece of luggage. ,A cat that's laying in a piece of luggage. 
"38    443303
Name: id, dtype: int64",A cat is laying in an open suitcase on top of some clothes.,A cat is laying in an open suitcase on top of some clothes.
"38    443303
Name: id, dtype: int64",A view of a cat lying in a open suitcase.,A view of a cat lying in a open suitcase.
"38    443303
Name: id, dtype: int64",An orange and white cat laying on top of a bag of luggage.,An orange and white cat laying on top of a bag of luggage.
"39    500663
Name: id, dtype: int64",A herd of cattle grazing on a lush green field.,A herd of cattle grazing on a lush green field.
"39    500663
Name: id, dtype: int64",There are two cows in this grassy field.,There are two cows in this grassy field.
"39    500663
Name: id, dtype: int64",some black cattle are grazing in a green field,some black cattle are grazing in a green field
"39    500663
Name: id, dtype: int64",Cattle are grazing in a bright green pasture along a river and mountains.,Cattle are grazing in a bright green pasture along a river and mountains.
"39    500663
Name: id, dtype: int64",A few cows grazing in a field near trees.,A few cows grazing in a field near trees.
"40    418281
Name: id, dtype: int64",two cows outside one laying down and the other standing near a building ,two cows outside two laying down and the other standing near a building 
"40    418281
Name: id, dtype: int64",The white scared cow in a Tibetan city.,The white scared cow in a Tibetan city.
"40    418281
Name: id, dtype: int64",A cow standing in a grassy open field.,A cow standing in a grassy open field.
"40    418281
Name: id, dtype: int64",A herd of cattle sitting and standing on a lush green field.,A herd of cattle sitting and standing on a lush green field.
"40    418281
Name: id, dtype: int64",There white cows in grassy area with temples in background.,There white cows in grassy area with temples in background.
"41    25560
Name: id, dtype: int64",An orange and white cat standing in front of a flat screen TV,An orange and white cat standing in front of a flat screen TV
"41    25560
Name: id, dtype: int64",A cat climbing on top of a shelf with a tv,A cat climbing on top of a shelf with a tv
"41    25560
Name: id, dtype: int64",A cat is standing on top of a shelf and staring down.,A cat is standing on top of a shelf and staring down.
"41    25560
Name: id, dtype: int64",A cat standing in front of a tv on a tv stand.,A cat standing in front of a tv on a tv stand.
"41    25560
Name: id, dtype: int64",A cat perches on top of an entertainment center in front of a TV.,A cat perches on top of an entertainment center in front of a TV.
"42    403817
Name: id, dtype: int64",A cat sitting beside a laptop on a desk.,A cat sitting beside a laptop on a desk.
"42    403817
Name: id, dtype: int64",A curious cat looking upward by a laptop screen.,A curious cat looking upward by a laptop screen.
"42    403817
Name: id, dtype: int64",A picture of a cat staring at the ceiling. ,A picture of a cat staring at the ceiling. 
"42    403817
Name: id, dtype: int64",a white and black cat looking up in the air in front of a desktop computer.,a white and black cat looking up in the air in front of a desktop computer.
"42    403817
Name: id, dtype: int64",The grey and white cat stares up near a laptop.,The grey and white cat stares up near a laptop.
"43    85329
Name: id, dtype: int64",An image of a very cute girl with face piercings.,An image of a very cute girl with face piercings.
"43    85329
Name: id, dtype: int64",Painting of girl that has multiple piercings on face,Painting of girl that has multiple piercings on face
"43    85329
Name: id, dtype: int64",A young brunette woman with multiple face piercings.,A young brunette woman with multiple face piercings.
"43    85329
Name: id, dtype: int64",A young woman with green eyes and piercings all over her face.,A young woman with green eyes and piercings all over her face.
"43    85329
Name: id, dtype: int64",A drawing of a young woman with many facial piercings.,A drawing of a young woman with many facial piercings.
"44    329323
Name: id, dtype: int64",A group of people who are standing together.,A group of people who are standing together.
"44    329323
Name: id, dtype: int64",a group of people that are standing up outside,a group of people that are standing up outside
"44    329323
Name: id, dtype: int64",a group of people are all gathered together outside,a group of people are all gathered together outside
"44    329323
Name: id, dtype: int64",A crowd of people gather around the unwrapping of an item.,A crowd of people gather around the unwrapping of an item.
"44    329323
Name: id, dtype: int64",The crowd is looking at something covered in white cloth.,The crowd is looking at something covered in white cloth.
"45    239274
Name: id, dtype: int64",A yacht with people is near a pier on clear water.,A yacht with people is near a pier on clear water.
"45    239274
Name: id, dtype: int64",A group of people mingle on a yacht beside the coast.,A group of people mingle on a yacht beside the coast.
"45    239274
Name: id, dtype: int64",People are getting off a boat on a rocky island.,People are getting off a boat on a rocky island.
"45    239274
Name: id, dtype: int64",People aboard and boarding a party boat in the water.,People aboard and boarding a party boat in the water.
"45    239274
Name: id, dtype: int64",A pontoon boat ferry full of passengers pushes off from shore. ,A pontoon boat ferry full of passengers pushes off from shore. 
"46    286994
Name: id, dtype: int64",some elephants and one is by some water,some elephants and two is by some water
"46    286994
Name: id, dtype: int64",A elephant drinks from a stream with several other elephants walking in the background.,A elephant drinks from a stream with several other elephants walking in the background.
"46    286994
Name: id, dtype: int64","One elephant standing away from the rest of the herd, drinking water.","one elephant standing away from the rest of the herd, drinking water."
"46    286994
Name: id, dtype: int64",An elephant drinking water while the rest of the herd is walking in dry grass.,An elephant drinking water while the rest of the herd is walking in dry grass.
"46    286994
Name: id, dtype: int64",A group of elephants with water in front and trees behind.,A group of elephants with water in front and trees behind.
"47    511321
Name: id, dtype: int64",there are two large boats that are in the water ,there are two large boats that are in the water 
"47    511321
Name: id, dtype: int64",Some very nice looking boats in the water.,Some very nice looking boats in the water.
"47    511321
Name: id, dtype: int64","Two large ferries passing by each other in a city scape,","Two large ferries passing by each other in a city scape,"
"47    511321
Name: id, dtype: int64",Two long boats are sailing near a large bridge. ,Two long boats are sailing near a large bridge. 
"47    511321
Name: id, dtype: int64",Scenic boats daily travel the Thames in England.,Scenic boats daily travel the Thames in England.
"48    314294
Name: id, dtype: int64",An elephant standing under the shade of a tree.,An elephant standing under the shade of a tree.
"48    314294
Name: id, dtype: int64",An elephant standing in the middle of a rocky environment.,An elephant standing in the middle of a rocky environment.
"48    314294
Name: id, dtype: int64",An elephant is alone in a wooded enclosure.,An elephant is alone in a wooded enclosure.
"48    314294
Name: id, dtype: int64",An elephant standing in a shaded cleaning in a wooded area.,An elephant standing in a shaded cleaning in a wooded area.
"48    314294
Name: id, dtype: int64",An elephant walks alone past some big rocks boulders in an open field,An elephant walks alone past some big rocks boulders in an open field
"49    233771
Name: id, dtype: int64",A black and white image with a colored british flag umbrella,A black and white image with a colored british flag umbrella
"49    233771
Name: id, dtype: int64",A lady in a crowd holding an umbrella with a British flag design.,A lady in a crowd holding an umbrella with a British flag design.
"49    233771
Name: id, dtype: int64","Color corrected photograph of a person carrying a red, white and blue umbrella.","Color corrected photograph of a person carrying a red, white and blue umbrella."
"49    233771
Name: id, dtype: int64",A colorful umbrella in the center of a black and white picture of a busy city side walk.,A colorful umbrella in the center of a black and white picture of a busy city side walk.
"49    233771
Name: id, dtype: int64",A group of people walking on the street in a city.,A group of people walking on the street in a city.
"50    475779
Name: id, dtype: int64",There is an elephant standing near a tree.,There is an elephant standing near a tree.
